Over_Ball,Batting_Team,Bowling_Team,Stadium,Runs_Scored,Extras,Fallen_Wickets,Cumulative_Runs_Scored
9.1,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,4,47
16.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,6,98
14.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,6,64
5.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,2,39
11.6,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,0,0,3,83
3.4,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,0,26
1.3,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,0,8
3.2,Lahore Qalandars,Multan Sultans,National Stadium Karachi,0,0,0,25
10.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,84
13.2,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,0,0,5,101
1.5,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,1,5
8.4,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,1,98
9.2,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,2,68
14.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,3,136
19.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,4,150
3.3,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,1,22
13.1,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,1,4,92
19.1,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,2,0,7,143
3.3,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,14
7.6,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,1,0,1,68
7.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,61
3.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,0,0,21
1.6,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,17
7.1,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,1,72
7.1,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,2,0,1,62
18.2,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,2,0,4,181
19.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,174
15.3,Peshawar Zalmi,Islamabad United,Dubai International Cricket Stadium,0,0,3,150
10.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,3,71
15.1,Peshawar Zalmi,Islamabad United,National Stadium Karachi,6,0,2,157
9.5,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,74
16.1,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,4,99
4.6,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,2,37
14.2,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,6,0,4,81
17.4,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,6,105
5.5,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,1,61
16.1,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,5,111
16.5,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,6,0,4,135
7.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,74
11.1,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,1,4,65
0.3,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,0,2
13.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,5,95
17.5,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,5,114
19.3,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,0,0,3,175
14.6,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,4,112
10.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,0,0,2,72
10.6,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,1,5,67
12.4,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,1,100
6.3,Karachi Kings,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,0,59
8.6,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,0,0,3,52
10.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,76
0.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,0,5
6.2,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,2,36
10.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,5,77
11.1,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,90
15.7,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,1,4,109
2.5,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,4,0,0,17
19.2,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,8,144
14.3,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,99
13.5,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,6,104
6.3,Peshawar Zalmi,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,3,48
13.5,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,92
8.3,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,50
8.4,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,61
16.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,5,111
1.1,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,1,0,7
0.6,Lahore Qalandars,Peshawar Zalmi,Sheikh Zayed Stadium Abu Dhabi,2,0,0,8
17.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,7,137
11.3,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,5,70
18.7,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,1,0,7,146
6.5,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,1,49
8.3,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,48
0.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,0,1
6.3,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,4,0,0,69
8.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,1,49
3.6,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,0,20
15.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,105
16.5,Lahore Qalandars,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,3,170
9.4,Islamabad United,Lahore Qalandars,National Stadium Karachi,1,0,2,97
16.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,4,122
14.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,98
14.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,6,63
15.6,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,4,0,4,117
5.2,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,0,0,2,36
11.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,1,100
13.6,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,4,0,4,101
13.7,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,99
15.2,Karachi Kings,Islamabad United,National Stadium Karachi,0,0,4,139
3.1,Karachi Kings,Quetta Gladiators,National Stadium Karachi,4,0,0,30
9.1,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,1,0,4,60
11.1,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,1,0,3,66
19.1,Multan Sultans,Lahore Qalandars,Sharjah Cricket Stadium,0,2,4,194
5.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,48
7.3,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,1,49
16.1,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,6,99
12.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,4,0,2,85
15.2,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,4,3,116
18.2,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,6,0,5,141
2.2,Lahore Qalandars,Multan Sultans,National Stadium Karachi,4,0,0,20
4.4,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,1,0,0,23
17.2,Islamabad United,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,3,156
0.4,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,0,0,0,0
7.1,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,2,39
19.5,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,9,145
0.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,0,0
17.2,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,4,0,4,141
16.1,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,5,119
16.6,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,6,0,4,141
12.5,Lahore Qalandars,Multan Sultans,Gaddafi Stadium Lahore,0,0,4,94
15.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,3,140
14.3,Islamabad United,Quetta Gladiators,National Stadium Karachi,2,0,3,126
8.4,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,6,0,2,75
5.5,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,4,0,2,44
11.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,3,86
0.4,Islamabad United,Quetta Gladiators,National Stadium Karachi,4,0,0,5
2.1,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,4,0,1,18
12.5,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,1,0,1,93
13.6,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,2,111
18.3,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,7,104
11.6,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,6,69
9.3,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,0,3,62
2.2,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,15
9.1,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,4,0,4,38
14.4,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,94
8.4,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,2,68
15.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,5,118
12.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,3,88
13.5,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,94
13.3,Multan Sultans,Karachi Kings,Gaddafi Stadium Lahore,1,0,6,67
15.2,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,3,126
11.6,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,5,85
19.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,6,0,3,198
15.5,Lahore Qalandars,Karachi Kings,National Stadium Karachi,1,0,4,120
10.1,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,95
11.6,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,82
3.7,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,0,0,1,30
4.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,6,0,1,41
13.7,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,4,99
2.1,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,0,18
2.4,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,1,0,1,8
1.3,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,0,5
0.2,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,1,0
5.8,Karachi Kings,Peshawar Zalmi,National Stadium Karachi,4,0,1,56
7.7,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,65
13.5,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,4,81
18.1,Peshawar Zalmi,Karachi Kings,Sharjah Cricket Stadium,2,0,6,133
7.2,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,1,0,0,89
0.3,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,0,0,0,1
11.3,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,4,0,4,80
2.5,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,1,23
8.4,Lahore Qalandars,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,51
16.6,Multan Sultans,Peshawar Zalmi,Dubai International Cricket Stadium,6,0,3,146
11.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,2,96
12.4,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,3,127
3.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,4,0,1,25
12.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,4,88
10.4,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,71
3.4,Islamabad United,Karachi Kings,Dubai International Cricket Stadium,1,0,0,27
18.3,Islamabad United,Lahore Qalandars,National Stadium Karachi,6,0,3,224
16.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,1,0,3,136
15.4,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,6,0,1,138
5.5,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,50
18.2,Islamabad United,Karachi Kings,Rawalpindi Cricket Stadium,4,0,3,164
2.1,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,1,0,0,12
14.1,Multan Sultans,Karachi Kings,Sheikh Zayed Stadium Abu Dhabi,1,0,5,82
3.4,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,1,25
7.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,4,0,0,72
13.6,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,1,0,2,108
15.3,Peshawar Zalmi,Quetta Gladiators,Gaddafi Stadium Lahore,0,0,6,112
19.6,Lahore Qalandars,Multan Sultans,National Stadium Karachi,4,0,8,140
6.3,Peshawar Zalmi,Islamabad United,National Stadium Karachi,1,0,3,40
5.5,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,1,49
14.5,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,5,86
15.1,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,6,96
19.3,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,0,0,9,134
1.2,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,0,0,0,4
13.1,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,2,0,3,131
14.1,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,6,105
8.1,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,58
13.3,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,124
0.2,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,1
9.2,Peshawar Zalmi,Karachi Kings,Dubai International Cricket Stadium,1,0,0,79
18.2,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,0,0,5,137
18.1,Islamabad United,Quetta Gladiators,Rawalpindi Cricket Stadium,0,0,7,169
8.2,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,4,0,1,84
7.5,Karachi Kings,Islamabad United,National Stadium Karachi,0,0,1,88
17.2,Islamabad United,Peshawar Zalmi,Sharjah Cricket Stadium,2,0,6,138
8.5,Karachi Kings,Quetta Gladiators,National Stadium Karachi,6,0,2,66
19.5,Peshawar Zalmi,Islamabad United,National Stadium Karachi,0,0,9,146
9.5,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,4,0,1,121
12.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,4,85
9.5,Multan Sultans,Islamabad United,Gaddafi Stadium Lahore,2,0,3,72
2.4,Lahore Qalandars,Peshawar Zalmi,Sharjah Cricket Stadium,0,0,0,27
10.5,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,1,0,5,73
9.2,Islamabad United,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,0,82
19.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,0,0,9,144
13.2,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,1,0,5,78
18.2,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,5,155
5.7,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,0,53
17.1,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,119
10.2,Islamabad United,Quetta Gladiators,Dubai International Cricket Stadium,0,0,2,75
16.5,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,1,0,4,123
12.6,Quetta Gladiators,Peshawar Zalmi,Sharjah Cricket Stadium,1,0,4,90
3.2,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,0,0,3,8
17.5,Karachi Kings,Lahore Qalandars,Gaddafi Stadium Lahore,1,0,4,160
0.6,Islamabad United,Karachi Kings,National Stadium Karachi,0,0,0,6
2.6,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,13
11.4,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,77
15.4,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,4,98
19.6,Karachi Kings,Quetta Gladiators,National Stadium Karachi,2,0,5,190
15.5,Multan Sultans,Quetta Gladiators,Sharjah Cricket Stadium,1,0,3,122
3.1,Quetta Gladiators,Peshawar Zalmi,Dubai International Cricket Stadium,4,0,2,10
15.6,Islamabad United,Lahore Qalandars,Dubai International Cricket Stadium,1,0,4,115
3.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,1,0,0,27
6.1,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,0,50
15.5,Peshawar Zalmi,Quetta Gladiators,National Stadium Karachi,0,1,5,102
4.1,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,4,0,0,52
12.6,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,1,0,5,89
11.3,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,0,0,3,72
0.6,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,0,6
12.4,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,0,0,3,74
16.3,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,0,0,6,92
12.3,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,2,111
3.2,Lahore Qalandars,Quetta Gladiators,Dubai International Cricket Stadium,0,0,0,46
13.5,Karachi Kings,Islamabad United,Dubai International Cricket Stadium,2,0,3,80
10.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,3,73
1.4,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,2,0,1,4
7.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,2,57
16.4,Islamabad United,Multan Sultans,Sharjah Cricket Stadium,4,0,3,152
12.1,Peshawar Zalmi,Multan Sultans,Multan Cricket Stadium,1,0,5,100
0.6,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,4,0,0,5
19.6,Quetta Gladiators,Peshawar Zalmi,National Stadium Karachi,3,0,5,148
11.2,Lahore Qalandars,Quetta Gladiators,Sharjah Cricket Stadium,0,0,2,108
8.1,Multan Sultans,Peshawar Zalmi,National Stadium Karachi,0,2,1,70
14.4,Karachi Kings,Quetta Gladiators,National Stadium Karachi,4,0,3,123
1.5,Karachi Kings,Islamabad United,Sharjah Cricket Stadium,1,0,1,12
4.5,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,2,28
9.4,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,1,0,1,66
4.5,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,0,36
7.5,Islamabad United,Quetta Gladiators,National Stadium Karachi,1,0,1,68
16.5,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,6,0,5,133
7.1,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,4,0,3,51
15.3,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,2,0,5,98
5.3,Multan Sultans,Lahore Qalandars,Gaddafi Stadium Lahore,4,0,2,33
6.2,Islamabad United,Quetta Gladiators,Sharjah Cricket Stadium,1,0,2,54
10.5,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,1,0,1,76
10.3,Lahore Qalandars,Islamabad United,Gaddafi Stadium Lahore,0,0,2,89
18.2,Islamabad United,Karachi Kings,Sharjah Cricket Stadium,2,0,8,123
7.2,Multan Sultans,Peshawar Zalmi,Sharjah Cricket Stadium,0,1,1,66
12.6,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,88
6.5,Karachi Kings,Lahore Qalandars,Dubai International Cricket Stadium,6,0,1,62
0.5,Quetta Gladiators,Karachi Kings,Dubai International Cricket Stadium,0,0,0,7
19.5,Peshawar Zalmi,Quetta Gladiators,Dubai International Cricket Stadium,6,0,5,156
6.1,Peshawar Zalmi,Quetta Gladiators,Rawalpindi Cricket Stadium,1,0,2,46
14.2,Lahore Qalandars,Karachi Kings,Dubai International Cricket Stadium,1,0,5,100
3.4,Peshawar Zalmi,Lahore Qalandars,Rawalpindi Cricket Stadium,6,0,1,50
10.2,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,1,0,2,64
19.1,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,10,106
13.4,Lahore Qalandars,Islamabad United,Dubai International Cricket Stadium,0,0,2,111
18.4,Quetta Gladiators,Lahore Qalandars,Dubai International Cricket Stadium,0,0,9,105
18.5,Karachi Kings,Multan Sultans,Dubai International Cricket Stadium,6,0,3,175
15.6,Islamabad United,Lahore Qalandars,Sharjah Cricket Stadium,1,0,6,85
4.4,Peshawar Zalmi,Quetta Gladiators,Sharjah Cricket Stadium,0,0,0,33
19.3,Peshawar Zalmi,Multan Sultans,Dubai International Cricket Stadium,1,0,5,146
5.2,Peshawar Zalmi,Karachi Kings,Gaddafi Stadium Lahore,4,0,0,59
5.5,Karachi Kings,Peshawar Zalmi,Dubai International Cricket Stadium,1,0,4,27
12.5,Multan Sultans,Quetta Gladiators,Dubai International Cricket Stadium,0,0,3,81
14.4,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,1,0,2,154
4.2,Islamabad United,Quetta Gladiators,National Stadium Karachi,0,4,1,46
7.6,Multan Sultans,Islamabad United,Dubai International Cricket Stadium,1,0,3,30
5.6,Islamabad United,Multan Sultans,Dubai International Cricket Stadium,0,0,2,28
0.2,Karachi Kings,Quetta Gladiators,National Stadium Karachi,0,0,0,0
7.5,Peshawar Zalmi,Lahore Qalandars,Dubai International Cricket Stadium,0,0,2,59
4.2,Lahore Qalandars,Karachi Kings,National Stadium Karachi,0,0,0,33
12.4,Karachi Kings,Quetta Gladiators,Dubai International Cricket Stadium,1,0,3,85
15.4,Quetta Gladiators,Karachi Kings,Sharjah Cricket Stadium,0,0,3,128
13.5,Peshawar Zalmi,Karachi Kings,National Stadium Karachi,0,0,2,149
17.5,Quetta Gladiators,Islamabad United,Sheikh Zayed Stadium Abu Dhabi,0,1,4,156
0.6,Multan Sultans,Lahore Qalandars,Dubai International Cricket Stadium,2,0,0,4
14.2,Peshawar Zalmi,Islamabad United,Sharjah Cricket Stadium,2,0,6,80
4.6,Peshawar Zalmi,Quetta Gladiators,Sheikh Zayed Stadium Abu Dhabi,0,0,0,41
2.2,Quetta Gladiators,Islamabad United,Sharjah Cricket Stadium,0,0,0,18
